Comment,label
pass 70k mặc 2l,NEU
Người tham gia ẩn danh 805 có đồng phục thể chats k ạ,NEU
Còn L thoi ạ,NEU
"Người tham gia ẩn danh 805 cho e hỏi là còn pass ko ạ, e đg cần gấp 1 bộ size M ạ",NEU
Người tham gia ẩn danh 805 là đồng phục thể chất đấy ạ,POS
Người tham gia ẩn danh 805 size gì v ạ,NEU
inb vs ạ,NEU
Lê Nguyên Hoàng còn quần b lấy ko,NEG
Còn k ạ,NEU
Chắc là khoảng tháng 12 ấy,NEU
Đc em nha,NEU
Vào mạnh lun,POS
Ra nét mà gửi em,NEU
TurquoiseParsnip9186 anh có thể giới thiệu em 1 vài chỗ gửi xe không ạ,POS
Có e nhma giá đắt lắm,NEU
Cháu có thể nhờ chủ trọ mua vé tháng gửi ở hầm chung cư gần đấy .,NEU
"T12 là đợt đổi c3 mà, phải theo đúng tiến trình cơ",NEU
"ko đc em nha, c3 học kì 2 năm 2. Tháng 5 là cuối kì rồi ko đc mhmt c3 đâu, mhmt theo tiến trình nhé",NEU
Ngay cạnh trường có chỗ học đó,NEU
d25 mua đc k a :)),NEU
Sài trong 2 tiếng thôi ní :)),NEU
Dùng voucher kiểu gì nhỉ?,NEG
Sài sao vậy mn,POS
Riêu thì riêu đấy nhưng ko biết đã sử dụng được chưa,NEU
"Đừng để voucher đánh lừa mn ơi, học phí cả đấy, vẫn kh thể thẩm dc cái học phí",NEG
Người tham gia ẩn danh 985 vch ô bạn quay trúng lắm thế,POS
Vẫn chưa biết sd thế nào,NEU
cần đk GPA trên bn thì đc k nhỉ? chứ t quay 30l rồi k đc lần nào,NEU
Cũng 1 dãy nhưng ko bt dùng kiểu gì :)),NEG
Người tham gia ẩn danh 985 sd được rồi bạn ơi,NEU
App gì đấy ạ :)),NEU
Nhân phẩm cỡ nào=}},NEU
Người tham gia ẩn danh c cho lun ý =))),NEU
Người tham gia ẩn danh 617 giá quỷn thực hành xeo ạk,NEG
c còn kt vi và vĩ mô cả gt lẫn bt thực hành còn mới 80% nhe,POS
Mk cho bn luôn kte vĩ mô này:(,NEU
Bạn ra vp 1 cửa nha,NEU
Sì trít guốc ao 20 mới đóng đơn bạn ạ,NEG
em mượn thư viện hoặc mua ở quán photo trong ao sen nhá,NEU
Hàng photo hoặc thư viện hoặc thầy cô gửi file nhen,NEU
@nêu bật,POS
Trường mình thì cho phép sinh viên có chứng chỉ ngoại ngữ quy đổi điểm hoặc miễn học miễn thi tiếng anh theo bảng quy đổi này. Ví dụ em đạt được TOEIC 730+ thì sẽ miễn được full 14 tín tiếng anh và quy đổi được thành điểm A+ .Em tham khảo nha nếu còn chỗ nào chưa hiểu thì có thể inbox chị để chị giải thích rõ hơn nhé,POS
Đặng Nhi ok c nhá cảm ơn ạ,POS
Em tham khảo bài này nhe https://www.facebook.com/share/p/14JYg9ED3s5/,POS
Người tham gia ẩn danh uci emm có gì thắc mắc có thể nhắn chị giải đáp nha,NEU
Khương Thị Liên c này đi học ngủ mà nói mượt thí,NEG
"Khó nói, cố lên em, học trên trường thêm các kĩ năng mềm khác, em làm được việc thì trường nào cx k qtrong đâu với cả kinh tế trường mình có nhiều môn hay mà: IAB, web,... áp dụng của kĩ thuật vào mỗi tội phải học tử tế cơ",NEU
"Rõ ràng là thiệt hơn khối chuyên kte r, ngta nói giỏi, năng lực nhưng cỡ như nào có ai nói đâu. Kêu tấm bằng k qtrg nma AI nó quét hồ sơ trg top mà ưu tiên",NEG
Yến Chi mỗi tội phải học tử tế:))),NEU
Trình thôi,NEU
"Quan trọng là bản thân em nhé. Chỉ cần em có năng lực thì trường nào cũng không phải vấn đề đâu. Còn nếu muốn apply các doanh nghiệp lớn lương cao như ảnh em đăng thì em cần đáp ứng các yêu cầu của nó là được: Tốt nghiệp loại khá trở lên( cái này học chăm là được mà), có cc toeic 650+ ( em học thêm ta bên ngoài để có cc nhé), 3 năm kinh nghiệm thì em cần đi làm sớm từ năm 2, ….",POS
Thi rùi nhé,NEU
Anh Thuw có file đề không ạ,NEU
Form toefl 2 kĩ năng thoi,POS
"Có thi hôm 13/9 rùi, đề theo form toefl itp 2 kĩ năng nghe đọc",POS
ko có đâu chỉ có lên mạng tham khảo thui,NEU
Nguyễn Nhungg có file đề không á chị,NEU
Hiện tại thì có 2 chỗ nha: nhà xe 4 tầng vời 1 chỗ sau thư viện ý,NEG
Qua đêm 11k nhé,POS
Anh Thuw thư viện ở toà a3 hả chị,NEG
"2 nhà xe, mỗi nơi có giá vé là 3 tỵ",NEU
Anonymous participant đúng rùi đường vào chỗ để xe là cái đường nhỏ nhỏ cạnh thư viện ý,NEG
Người tham gia ẩn danh đi vô đường nào vậy ạ,NEG
Người tham gia ẩn danh 255 toà a3 ở sâu bên trong thì b tử cổng cứ đi tít vô trong th,NEG
"Nhà xe 4 tầng và bãi xe sau thư viện. Trước 18h 3k, sau 18h 5k nhé",POS
https://www.facebook.com/share/1BR6JcJmkj/?mibextid=wwXIfr,POS
https://www.facebook.com/share/1BR6JcJmkj/?mibextid=wwXIfr chỗ này này,POS
"clb hát hò là clb gìiii, clb GUITAR PTIT",NEU
cậu ơi clb này hát hò du ca siu vui íiiii,POS
Ah bạn lấy giấy vay vốn ở đâu vậy,NEU
ủa t tưởng form giống nhau hết mà sao ko nhận v?,NEU
Hà Minh Đức tin juan k cu dể t còn tryhard lại,NEG
"Hà Minh Đức lên trường xem quân ap k, a qua đón",NEU
chờ hội thao ptit có giải cờ vua ấy bạn,POS
Hoàng Nguyên ơ năm ngoái anh oánh hơi bị đỉnh :))),NEU
sang Phenikaa bạn ơi,POS
"Người tham gia ẩn danh e xem tkb xem có môn nào c cho,chứ c khá ngành",NEU
"Người tham gia ẩn danh 318 em học ngành tmđt, chưa có giáo trình môn nào ạ",NEU
em cần những môn gì,NEU
Người tham gia ẩn danh e cho chị xin contact chị pass rẻ cho,NEU
Người tham gia ẩn danh trường mình có 2 đợt là tháng 8 và tháng 12 nhoaaa,NEU
Có nhé em miễn học miễn thi sẽ mất 30% học phí những tín học phần tiếng anh đó và chỉ đổi đc 1 lần trên 1 tín . Đổi điểm thì 100k/ lượt và đổi bao nhiêu lần cũng đc nha,POS
"Miễn học thì 30% học phí em nhe, thay vì đóng full thì em chỉ cần đóng từng đó thui là đỡ được học trên trường rùi",NEU
Đặng Nhi bao giờ thì có đợt miễn ạ,POS
"5. Kiến thức nền tảng phải vững, đừng vội hoa mĩ chém gió những cái mà mình ko biết trong lúc pv.",NEU
2. Bảng điểm chuyên ngành tương đối đẹp,POS
"Đang năm nhất mà e, có nhiều hướng ngon hơn, sao lại chọn IT helpdesk làm gì v",POS
"e có tình yêu sửa máy in, sửa máy tính, cài soft và làm abcxyz thì theo helpdesk nhé :)))",POS
Người tham gia ẩn danh 618 k e,NEU
Hc it rồi có cần hc cc mos ko ạ,NEU
"4. Tiếng anh tốt, TOEIC nên tối thiểu 650",NEG
"Năm 3 đi làm đi em để có 2 năm kinh nghiệm, học cc toeic luon đi em vừa đổi điểm mhmt vừa sd khi đi làm được. Với cố gắng học để được bằng khá trở lên , giỏi càng tốt nhé. Nhìn cái yêu cầu mà làm theo thoi",POS
"1. Tối thiểu bằng khá trở lên, ưu tiên giỏi và xuất sắc.",POS
Người tham gia ẩn danh 618 học kinh tế mới cần thôi,NEU
"6. Thái độ tốt trong lúc phỏng vấn và cho ng tuyển dụng thấy là mình có sự nhiệt huyết, thích thú nhất định với vị trí/ nghề nghiệp đã chọn",POS
Có vẻ các em thích vào viettel phết nhẻ,POS
Người tham gia ẩn danh 420 khó nói v ạ,POS
bạn xem trên web nào thế,NEU
Bùi Nhật Mai vip luôn :)),POS
Viettel thì cứ 3.6 ngoăn,POS
3. Có certificate liên quan dắt đít càng tốt,NEU
:)) có ng nhà thích đi lúc nào thì đi thôi :)),NEU
Khương Thị Liên e cũng,NEU
Bùi Nhật Mai ngầu ngang chị ơi,POS
Nhận ở vp1c ô số mấy thế bạn,POS
Người tham gia ẩn danh cảm ơn b,POS
"Người tham gia ẩn danh 978 mình nhận được r nhé, 18/9 mình ra vp1c hỏi thì có r nhé. Mn lưu ý đki trên slink trc r từ 3-5ngày hãy ra hỏi kq",NEU
Bạn ơi bạn nhận được giấy chưa ạ?,NEU
Có gì cho mình ké nữa ạ chứ em vừa nộp đơn vô ạ,POS
Phạm Hương phó ban chuyên môn đã lên tiếng,POS
Nó cũng cũng đó e,NEU
100đ không có nhưng nha em CLB Kinh doanh số PTIT - PTIT DBC follow fanpage đừng bỏ lỡ đợt tuyển gen này nhé,POS
Người tham gia ẩn danh 662 khéo e/a apply sang ban truyền thông thì hợp lý hơn,POS
Phốtttt vào clb toàn cười :))),POS
Phí tiền,NEG
Anonymous participant 555 ? Ko biết thì ngậm tôi có ông anh 96 học vhvl ngành cơ khí bách khoa giờ lương 3-4 chục củ 1 tháng nhé,NEG
"TurquoiseParsnip9186 joke rất cười, tôi đã hài",POS
"Bỏ, bất kể trường nào, cứ chính quy mà học, không đủ điểm chính quy thì đừng có tham vào hệ vhvl, thà vào trường top dưới học chính quy còn hơn",NEG
K trả e oi,NEG
Qua sms nhá,POS
Em ra vp1c hỏi nhé,NEU
Thư Phạm Loren thế mà ko phải bạn này nhặt dc,NEU
"Hải Đăng đời nó thế, người tốt người xấu",NEG
Anh này có chồng rồi Đạt Nguyễn,NEU
Trờ quơ,NEG
Trần Nhật Minh đúng rùi,NEU
hót quá tr rồi Đạt Nguyễn,NEG
Bố ơi tí con cho in4 bố nhé ạ nhiều ẽnin quớ,POS
Giòi nhì,NEG
căng rồi anh ơi,NEG
Đạt Nguyễn,NEU
Đấy hqua bảo cõng t lên vai là nay nổi cả 2 đứa r Đạt Nguyễn,NEU
:)))),NEU
Đạt Nguyễn lên phím,NEU
Toẹt quá zời ơi,NEG
Nào nào các em,NEU
Người tham gia ẩn danh 141 đr,POS
Vài hôm c này dạy ạ,NEU
Tiến Cường thật k zị,NEU
Ptitệ,NEG
"Ib mk nha, mk bt bn này",POS
Anh nì thosanhobo khét lẹt lun,NEG
Má quèn gì z:),NEG
"Người tham gia ẩn danh 345 anh nào, chị mà",NEG
"Vợ mìn á, mình để lạc trên gala",NEU
Người tham gia ẩn danh trai ptit uy tín nha bn,NEU
Bạn có thể đến Thư viện PTIT để mượn các giáo trình này nhé,NEU
Nguyễn Hà Trang dạ em cảm ơn ạ,POS
mua ở quán photo trong ao sen nha e,NEU
Mấy giờ đến mấy giờ v ạ,NEU
Mai nhé,NEU
Tuỳ thầy cô nha,POS
GV chiếu qr điểm danh thì điểm danh trên app nha em,NEU
Mai nhé e,NEU
Tuấn Lê chúa cíu e,NEU
Luỵ:))))))),NEU
"Chị pass tay nhé, nắm tay anh 2 lần",NEU
Phê quáaaa,POS
Tuấn Lê ngủ đi em,NEU
Động lực làm giàu để ngồi ghế vip,NEU
Nhìn em đau anh biết...,NEG
Khương Thị Liên c ơi cứu e sáng mai 5 tiết pháp luật và sở hữu trí tuệ từ 7h =))),POS
Phê:)))),NEU
Kim Thiên https://docs.google.com/.../1Bcq8DYIU4MOSyF3Pkl.../edit... đây ạ,POS
Cho mình xin danh sách với b ơi,NEU
dsach này là mấy b chưa đki chưa có giấy hẹn lun á,NEG
"Đây là ds chưa đến nhận quà, còn có giấy hẹn thì tháng 10 lấy áo b nhé",NEG
Dsach xem ở đâu v b,NEU
theo như giấy hẹn nha e,POS
m cũng điền giấy hẹn mà k có tên,NEG
Anonymous participant 189 https://docs.google.com/.../1Bcq8DYIU4MOSyF3Pkl.../edit... đây nhie c,NEG
Phạm Công Việt Dũng thiệcc,POS
Vu Viet Hoang tht không bạn,NEG
Đàm Thanh Thuỷ kh liên quan nhưng bạn này tìm ny,NEU
Phương Thảo có người tìm in4,NEU
Thế thì chịu,NEG
Ng Thu Trang quần tôi màu xanh,NEU
Khó hơn lên trời,NEU
"khôn đấy e, bảo vệ đã ghi nhận nhé",NEU
"Đúng chuẩn r, 18h, 22h",POS
Trang Ngô em để xe từ ngày này qua ngày khác xong trc 18h em lấy được ko ạ,NEU
Nguyễn Nhungg bao nhiêu 1 đêm đấy cj,NEU
TurquoiseParsnip9186 được tính tiền theo đêm,NEU
Đgoi e oi,POS
Em ơi trong trường cho gửi xe free mà Nguyễn Văn Hiệp nhỉ,NEU
Nguyễn Thu Hà e Hà thắc mắc đúng kh,NEU
đi xe gì ấy b,NEU
nvinh e không nhớ anh í đi xe gì huhu,NEU
Clb sleep gì gì ấy,POS
https://docs.google.com/.../1FAIpQLSfRpgrby4M.../viewform...,POS
Hiển Yukihira có hẳn mấy ban k cần vận động nhiều,NEU
"CLB Kinh doanh số PTIT - PTIT DBC chill khỏi bàn, vào chỉ có cười thôiiii, nhiều hđ nữa",POS
PTIT Street Workout chill lắm bạn ơi,POS
Hoàng Mai e nhắn ch nhé,NEU
"Đại trà toeic cả á em, ib chị gửi cho",POS
Khương Thị Liên c ơi cho e xin với ạ,NEU
Nguyễn Lâm Tùng uci,POS
có á nma cho tien thì nên dùng tiền mặt,NEG
điểm cao quá chị ơii,NEU
Ối dời ơi chị hk marketing á. Giỏi quá huhhuhhu,POS
Người tham gia ẩn danh 178 chị nhả được Toeic thôi =)) em học thì chị cho,NEU
Anh Thuw tiền bối nhả vía cho hậu bối để e ké miếng giỏi vs ạ,NEU
đỉnh vây,NEU
e cũng muốn như chị,NEU
thỉnh thoảng khoe thôi,NEU
D22 thì baoh hạn chót nộp bằng để ra trường thế nhỉ? E tính trc để học,NEU
oigioioi sao em biết =)),POS
Nguyễn Tấn Phong ôn miễn phí mà hẹ hẹ hẹ,NEG
Em sẵn sàng rồi,POS
Nguyễn Tấn Phong =)) cho em vào học luôn,POS
"Anh Thuw ôn làm gì, em nhảy thẳng vào học luôn",NEU
Nguyễn Tấn Phong đủ quyết liệt rồi =)),NEU
Anh Thuw Ok chị Thư lo học phí hẹ hẹ hẹ,NEU
@everyone đừng quên hẹn nhé,POS
Em cbi xong r :)),NEU
em cbi rồi :)),NEU
mở sổ tay sinh viên trang 22-24 là có ttin đó bn,NEU
"Ra lượn vp1c 1 vòng là biết đáp án bro, có thể hỏi các cô xem các cô làm nhiệm vụ gì :))",NEU
Xem mấy câu hỏi ở đâu vậy ạ,NEU
Mấy sự kiện này đến h đến đó là được vào ạ hay phải tự đăng ký onl mới được vào ạ,NEU
Nguyễn Hà Trang bây giờ còn được vào ko ạ,POS
Thanh Hiên em cứ vào nha,POS
đc em ơi,POS
cứ slink là có nhé,POS
Các thợ săn đrl,NEU
"Sao slink của mình k thấy báo mấy sk chung này nữa nhỉ, h toàn lịch học",POS
Khương Thị Liên dạ,NEU
Mà sao sự kiện này báo muộn thế nhỉ,NEG
Công Khoa,NEU
Người tham gia ẩn danh 704 ối dồi ôi oan toi quá,NEG
Nguyễn Tiến vkl b tiến này,NEU
Trần Ly eo ơi có khoa r còn ham hố,NEU
Hai Tien đáng iu quá,POS
Pham Truong Phuoc a chịu,NEG
Trần Thế Tiến có ny rồi mà vẫn ham hố thế à,NEG
Hai Tien bạn à,NEU
Trần Thế Tiến bạn này à,POS
Vũ Minh Tiến tiếc nhỉ sao lại là đtu,NEG
Nguyễn Quang Tiến bạn à,NEU
Bạn chụp ảnh minh hoạ đợi đợt xét điểm chụp cho vào minh chứng chứ,NEU
Được em. Đầu ra trường mình là 450 toeic 2kn nhé,POS
"Đr 2 kĩ năng và 450 là được nhé, nhưng mà muốn apply được các doanh nghiệp lớn hoặc muốn sd giao tiếp đi làm thì phải hơn",POS
"Mới em ah, đây nhé: https://www.facebook.com/share/165T9dB2kS/?mibextid=wwXIfr",POS
PAYT - CLB Trí tuệ nhân tạo PTIT đây b,POS
Em mang mac studio cho ngầu,POS
KT thì dùng máy gì cũm đc,NEU
Minh Chí bạn Chí chứ t chx hỏi,NEU
Nguyễn Như Thuật thế thì tuyệt vời quad,POS
Lúc đó tay chân run hết rồi làm gì còn dũng khí xin,NEU
Ko phải lúc nào cứ xin là xin thật đâu có khi là người quen trêu hoặc có thể có lí do đâu phải lên xin là chỉ hiểu là xin ko thôi đâu,NEG
Cái này e ib a Nguyễn Hoài Nam,NEU
Bùi Hải Đăng bảo sao xứng đáng cô đơn,NEU
Minh Chí tag tên bn vào đấy,NEU
Thắc mắc mấy pha xin info đc bao nhiêu thằng nên cơm cháo r,NEU
Đức Bùi thầy lại đổ oan cho em r. Em thick là nhick luôn chứ lớn r ai lại vòng vo thế này,NEG
Bùi Hải Đăng cxac là bn này r,NEG
Nhiều khi không phải mấy bạn nam xin in4 mà là bạn bè của bạn nữ lên trêu í,NEU
Pham Anh Tu Long Đặng nhát quá nghe đi,NEG
Bùi Hải Đăng j j bn nào lmj có bn nào,NEU
đúng đúng,POS
"Hải An do đó là mấy thk nhảy te te te te, beta đó mà",NEU
Trần Huy em thích a ạ,POS
Trần Huy thầy này hèn vậy,NEG
"Đạu trà thì chưa, em có cc nộp rồi thì trg miễn tadv rồi nhé",POS
Nma trung bình thì thường không ai nhận,NEG
Người tham gia ẩn danh chưa bao giờ là hết nếu mình đủ quyết tâm =))) không đường này thì chọn chọn đường khác thôi,NEU
Người tham gia ẩn danh 727 ok b,NEU
"Thì đúng rồi, nhưng mà đây là điều kiện qua vòng cv thôi, còn phỏng vấn thể hiện như nào nữa. Bằng trung bình mà pgongr vấn tốt thì vẫn đậu như thường thôi",NEU
Trung bình cũng là tốt nghiệp,POS
Người tham gia ẩn danh mấy yêu cầu còn lại của ngta em đều có ạ nhưng em thắc mắc cái bằng thoi,NEU
Đặng Nhi hết cơ hội cố gắng r thì sao ạ:))),NEU
Người tham gia ẩn danh giờ phải cố gắng thôi,NEU
Còn có qua được duyệt hồ sơ của nhân sự hay không thì thường là không,NEU
Người tham gia ẩn danh cứ bằng giỏi đi là oke nhất r,NEU
"Đgoi nzay e đáp ứng đc điều kiện tối thiểu rồi đấy, còn đc nhận hay k thì tuỳ vào năng lực nựa, em làm đc việc thì k cần đặt nặng bằng cấp quá đâu nhma bằng cao thì vẫn hơn bằng thấp",NEU
Người tham gia ẩn danh 703 Người tham gia ẩn danh 727 nhưng mà tỉ lệ được nhận hồ sơ rơi vào tầm bao nhiêu % vậy ạ tại e k chú tâm vào gpa nên nó thấp mà cải thiện thì hơi chát ạ,NEG
PinkPhoenix3267 top cv á,POS
Nguyễn Nhungg dạ,NEU
PinkPhoenix3267 topcv,NEU
Thế cũng được chỉ là khi không còn ai thì mới đến em thôi =))),NEU
Người tham gia ẩn danh 703 oke ạ,POS
"Yêu cầu là tối thiểu, đủ điều kiện nộp CV",NEG
"Đấy là dđiều kiện cần, không phải điều kiện đủ để được nhận làm bạn ạ;))",NEG
"Thì ngta không yêu cầu bằng gì thì trung bình cũng được, nhưng nếu bằng giỏi thì đương nhiên vẫn được ưu tiên hơn r. Còn không thì đáp ứng đủ các yêu cầu bên dưới là oke r",NEU
làm sao xem mấy cái này đấy ạ,NEU
Đặng Nhi hazzz,NEG
Người tham gia ẩn danh 727 ý là thấy ngta ghi vậy nên tg ngta cx nhận cả trung bình k quan trọng quá cái bằng ý,NEG
Mk xin tên web này ạ,NEU
Không thì bằng không cao thì cố các tiêu chí khác ngta yêu cầu phải cao và nổi bật hơn hẳn các ứng viên khác thì có khi được dòm ngó,NEU
b ơi ib với,NEG
dư bomber,NEU
Lấy cũng có làm gì đâu,NEU
60k ib của 2025,NEU
Nguyễn Hà Trang tầm ngày bao nhiêu /12 vậy chị,NEU
Anonymous participant 696 đổi điểm tiếng anh,NEU
Đổi điểm gì vậy ạ,NEU
Tháng 12 nhé e,POS
a học đt đây ib a,NEU
"inb anh nhé, a còn giáo trình",NEU
Ok luôn,POS
https://forms.gle/GuiufAjnX2M2XGaw5 các bạn nào chưa kịp đăng kí buổi trước điền form này chị hỗ trợ gia hạn slot nèe,POS
Shiro Neko Học không kìa <(''),NEU
@mọi người chú ý chú ý giờ học nhaaaa,POS
có folder sẵn chỉ việc mở folder đấy r code thôi,NEU
"Méo hiểu hôm mình thi tin 2, mở file vscode lên vẫn phải configure default task",NEG
cài môi trường chạy nó tự ra file json chứ tạo json là chạy sai phần của nó r,NEG
Hóng nhỉ Vân Khánh,POS
Ố mờ gờ,NEG
Hot vậy sao,POS
Người tham gia ẩn danh 652 một điều đặc biệt dành cho sinh viên CNTT nhớ chờ đón nhé,POS
Trường sắp có dự án gì vậy ạ,NEU
Hóng thía,POS
Nhanh các em ơi,POS
@mọi người join liền các em ơi,POS
oki luôn,POS
@nêu bật hẹ hẹ,NEU
Vào gặp chị áo đại bàng nè các iem :))))),POS
Chỉnh chu là đc á e,POS
đừng ngắn là đc,POS
Cổng trường em nhé,NEU
Để nhà xe đi e cho mát xe:),POS
Như nhau thui,NEU
c thấy như nhau á:))),NEU
Người tham gia ẩn danh nỗi chứ em. Có khoá lấy nền mà,NEG
"Người tham gia ẩn danh cố học cày điểm lên thui em, công ty họ có hạ tiêu chuẩn tuyển dụng của họ xuống đâu",NEG
Nguyễn Hà Trang dạ,NEU
Nguyễn Nhungg dạ,NEU
Người tham gia ẩn danh em phải học thôi. Học toeic ib chị hỗ trợ cho,NEU
600-650+ nhé,POS
600+ hoặc 650+ tuỳ từng công ty nha.,POS
Nguyễn Nhungg c oi nhg mà em mất gốc học kém lắm học nỗi k chị,NEG
Nguyễn Hà Trang thế thấp hơn tầm 550 thì sao ạ,NEU
Nguyễn Nhungg giờ muốn có cc thì học như nào ạ,NEU
"Chết dở, lộ link",NEG
"Anh chị cho e hỏi là bây h e muốn học để miễn học miễn thi tiếng anh full khoá, thì lần muộn nhất để nạp chứng chỉ là khi nào ạ, và nếu thi toiec thì nên thi thời điểm nào",POS
Lam Agado Pham àaa,POS
tối nay có k chị oi,NEU
Buổi 2 đến ngay đây,POS
hôm sau mặc áo đại bàng đi chị =)),NEU
Nguyễn Hà Trang D25 ạ,NEU
Cho em hỏi là học ở đâu vậy ạ,NEU
"Cho em học thêm 2 buổi nữa được khum chị, chị Thảo giọng như tẩm đớ",NEG
Toẹt quá chin ơi,POS
"Người tham gia ẩn danh 538 D25 học thì kịp đổi điểm course 1 và miễn học miễn thi course 2, 3, 3+ đợt tháng 8/2026 nha. Học từ giờ thì kịp nhe em, muốn tư vấn thì ib chị nhé",POS
"Lam Agado Pham gỡ ngay, nếu không sẽ có chiện",NEG
C ơi em có nhiều meme của c lắm,POS
Người tham gia ẩn danh 538 em D bao nhiêu thế em,POS
Anh Thuw bao nhiêu điểm là miễn được nốt couse cuối ạ? với học trong bao lâu ạ,POS
"Em học đại trà thì miễn được từ C1 đến C3 lần lượt là 10 9 9 rùi nha, còn C3+ nữa. Em tranh thủ học lên điểm để mà miễn nốt course cuối nha",POS
"Người tham gia ẩn danh chị học khoảng 2,5 tháng từ 700 lên 970 nhé chỉ cần 730 là em miễn được rùi, với 2,5 tháng lộ trình bên Zenlish thì thừa sức nhen. Quan tâm thì ib chị nhé",POS
Nguyên Phong ? ạ,NEU
Đoàn Minh Quân m thiếu thốn v s,NEG
Tối nay nha các em,NEU
Nguyễn Hà Duy tương tác nhiệt tình như buổi 1 nho,POS
Hú hú vào học thuiij,NEU
háo hức quá c ơiiiii,POS
Hóng quá đi,POS
@mọi người chúng ta có hẹnnn,NEU
thái tử hà đông ôki nha thái tử Kiều,NEU
Bạn liên hệ anh ý xem 0886696083,NEU
Nguyen Huy ib anh Đoàn Đức Thắng tư vấn luôn deeplearning,POS
chắc lại đi lấy nguồn về xong sao chép làm thành của mình đúng k nhỉ,NEU
Muốn xem mấy cái đề án này thì tìm ở đâu ạ,NEU
Đức Đại bác nói thế thì oan cho e quá,NEG
Người tham gia ẩn danh 831 b có thể lên web trường để xem í,NEU
1 là bài tập giáo viên gửi,NEU
3 là trên mạng,NEU
2 là tìm đề kiểm tra cuối kì khóa trc,NEG
Hà Khôi ra ao sen mua hoặc ngân hàng ptit nha,POS
Trần Long tìm đề kt cuối kì ở đâu vậy anh?,NEU
Hà Khôi hỏi anh chị khóa trc ấy bạn hoặc hỏi thầy cô bộ môn b,NEU
Xin tt lh cậu ơi,POS
Khương Thị Liên droi,NEU
mhmt là cái gì v ạ,NEG
Tối e vào lại ấy sáng giờ nhiều b cx như e,NEG
Có thông báo đóng từ bgio v c?,NEU
Lỗi qr hoài luôn,NEG
Nguyễn Bằng chị bốc khói,NEG
Anonymous participant 765 vẫn ko được bn ơi :(((,NEG
Bạn vào web slink xem sao,POS
Ủa nam cũng tắt cả mà :)),NEG
Thích ở ẩn á bạn,POS
Thanh Huyen nhỉ tắt thì tắt thôi,NEU
:)) thật ra ngta hạn chế bạn đấy,NEG
Vs bạn mình là mấy a nhắn đỡ rep,NEG
kệ họ đi em :)),NEU
Tại ngta k ưa bạn,NEG
Thanh Huyen thật ra là bị hạn chế à-.-,NEG
Le Huong Giang bạn này giải thích đc này,POS
Hỏi câu mà 1 phần câu trả lời có ngay trong câu hỏi …,NEG
Minh Thiện do bạn này hay rình,NEU
Cfs dạo này hay đăng mấy câu vô tri nhỉ,NEG
Đi làm trải nghiệm đi có kinh nghiệm viết vào đơn apply cho dễ,NEU
"CLB Kinh doanh số PTIT - PTIT DBC đây em ơiii, 25 đóng đơn áaaa",POS
https://forms.gle/hUvU9BgPEGWLQLqZ8,NEU
CLB Kinh doanh số PTIT - PTIT DBC vẫn đang mở đơn tuyển Gen bạn nha,NEU
CLB Hỗ trợ Học tập - LSC PTIT tận 29 mới đóng đơn nèee,NEU
Dũng Lê dcm cười vkl,NEU
Dũng Lê tớ thấy cậu hợp làm mẫu hơn á zai hàn quốc ạ,NEU
Câu câu câu câu CLB Guitar PTIT nhé em vẫn còn đợi các em đến đây,POS
https://www.facebook.com/share/p/1CjwL7UCX3/ clb hỗ trợ học tập vẫn mở đơn e nhé,POS
"Nếu em có đam mê với kinh doanh số hoặc học ngành TMĐT, QTKD, Logistic... thì có thể apply CLB Kinh doanh số PTIT - PTIT DBC nhó",POS
Huy Nghiêm Tớ có dự định làm photographer thì có thể viết vô CV không bạn,NEU
Phạm Hương em apply có đc đi cửa sau kh chị,NEU
Le Viet Anh adu cung vao co a,POS
Fl Page để hóng thêm thông tin tuyển sinh nhée mọi người,NEU
đặt gạch rồi mà lâu quá,NEG
Phạm Nguyễn Mai Thương bao h có phương thức đăng kí tham gia thế ạ,POS
"chuẩn bị rồi, lót dép ngồi hóng thôi",POS
Le Viet Anh gì cũng vào,NEG
Le Viet Anh hôm nay mới công bố mở Lab mà sao đặt gạch sớm vậy :))),NEU
Theo dõi Page đợi tuyển sinh nhé mọi người,NEU
Mạnh luôn em ơi,POS
E muốn rước con vk ami,NEU
Mary Hương hát hay quá nên ko đc lên =)),NEU
nay ko đi có sao ko nhỉ,NEU
Nguyễn Hùng em à,NEU
gối ở đâu ra v,NEU
Thomas Nguyen ôg đâu???,NEU
Văn chat gpt đúng khong :)),NEG
"Khánh Chi Nguyễn Duy buồn, Jack với Hoàng Dũng không được lên ảnh rồi",NEG
A này văn vẻ trôi vậy,POS
"e đã cố gắng nma khum lấy đc gối Ami, còn cách nào để rước con vk về dinh k ạ",NEU
Trung Khánh lên mà lấy mắc j t phải xin cho m :0,NEG
Tuan Anh k xin gối cho ae = k oách,NEU
Nguyen Dang Minh oách,POS
"Nên là nhiều loại cờ (vua, tướng,..) thì mới đông, chứ mỗi cờ vua thì ko quá nhiều đâu, dễ đi",NEU
An Nguyeen solo ạ,POS
Hnhu có mà nhỉ,NEU
Chấm .,NEU
Đức Trung lập team vs t ko đang hỏi thầy r:)),NEU
Tran Long phó goat A6 làm leader đi,NEU
"Thêm nhiều loại cờ ( cờ tướng, cờ vây, tft) thì may ra, mỗi cờ vua chắc hơi khê",NEU
Nguyễn Văn Quang e gì cũng bt nhỉ,NEU
lập luôn -)),POS
